Arguments,Description,Parameter,Constants,Supported,Type,Ixia Version,Spirent Version,Return Values,Example
vpls_nlri,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

This BGP/BGP+ router/peer supports BGP/BGP+ VPLS per the Kompella draft. This will enable the L2 Sites. If present, means VPLS capabilities are enabled.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

This BGP/BGP+ router/peer supports BGP/BGP+ VPLS per the Kompella draft. This will enable the L2 Sites. If present, means VPLS capabilities are enabled.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vpls_capability_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

This BGP/BGP+ router/peer supports BGP/BGP+ VPLS per the Kompella draft. This will enable the L2 Sites. If present, means VPLS capabilities are enabled.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
vpls_filter_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

This BGP/BGP+ router/peer supports BGP/BGP+ VPLS per the Kompella draft. This will enable the L2 Sites. If present, means VPLS capabilities are enabled.

DEFAULT
 None",FLAG,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
advertise_host_route,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Not supported

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Not supported

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
modify_outgoing_as_path,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Moved to emulation_bgp_route_config under AS Path configuration.

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Moved to emulation_bgp_route_config under AS Path configuration.

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
remote_confederation_member,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Moved to emulation_bgp_route_config under AS Path configuration.

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Moved to emulation_bgp_route_config under AS Path configuration.

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
reset,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Clears any BGP4 configuration on the targeted port before configuring further.

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Clears any BGP4 configuration on the targeted port before configuring further.

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
route_refresh,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Details needed.

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Details needed.

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
routes_per_msg,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Not supported

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Not supported

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
suppress_notify,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

If set to 1, suppresses, the notification message sent to the peer. if set to 0, does not suppress the notification message sent to the peer.

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

If set to 1, suppresses, the notification message sent to the peer. if set to 0, does not suppress the notification message sent to the peer.

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
timeout,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Not supported

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Not supported

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
update_msg_size,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Maximum size (bytes) of the UPDATE message transmitted by emulated router node.

DEFAULT
 Not supported

IxNetwork-NGPF
 

DESCRIPTION
 

Maximum size (bytes) of the UPDATE message transmitted by emulated router node.

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
vlan_cfi,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Canonical format indicator field in VLAN for emulated router node.

DEFAULT
 Not supported",not supported,,not supported,unsupported,unsupported,"unimplemented",,
act_as_restarted,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Act as restarted

DEFAULT
 

0

DEPENDENCIES
 

Valid in combination with parameter(s)
'graceful_restart_enable' | value= '1' |",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
discard_ixia_generated_routes,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Discard Ixia Generated Routes

DEFAULT
 

0",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
flap_down_time,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Downtime in Seconds

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'enable_flap' | value= '1' |",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
local_router_id_type,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

BGP ID Same as Router ID

Valid options are:

same
 

new
 

DEFAULT
 

new",opt,"same,new",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
enable_flap,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Flap

DEFAULT
 

0",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
send_ixia_signature_with_routes,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Send Ixia Signature With Routes

DEFAULT
 

0",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
flap_up_time,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Uptime in Seconds

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'enable_flap' | value= '1' |",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_multicast_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

IPv4 Multicast VPN

DEFAULT
 None",FLAG,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_capability_multicast_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

IPv4 Multicast VPN

DEFAULT
 None",FLAG,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv4_filter_multicast_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

IPv4 Multicast VPN

DEFAULT
 None",FLAG,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_multicast_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

IPv6 Multicast VPN

DEFAULT
 None",FLAG,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_capability_multicast_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

IPv6 Multicast VPN

DEFAULT
 None",FLAG,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ipv6_filter_multicast_vpn_nlri,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

IPv6 Multicast VPN

DEFAULT
 None",FLAG,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
advertise_end_of_rib,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Advertise End-Of-RIB

DEFAULT
 

0",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
configure_keepalive_timer,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Configure Keepalive Timer

DEFAULT
 

0",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
keepalive_timer,"Supported platforms  Details
RANGE 0 - 65535
IxNetwork-NGPF
 

DESCRIPTION
 

Keepalive Timer

DEFAULT
 

30",NUMERIC,,IxNetwork-NGPF,universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
staggered_start_enable,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

Enables staggered start of neighbors.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

Enables staggered start of neighbors.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
staggered_start_time,"Supported platforms  Details
RANGE 0 - 10000000
IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

When the -staggered_start_enable flag is used, this is the duration of the start process in seconds.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

When the -staggered_start_enable flag is used, this is the duration of the start process in seconds.

DEFAULT
 None

DEPENDENCIES
 

Valid in combination with parameter(s)
'staggered_start_time' | value= '1' |",NUMERIC,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
start_rate_enable,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Enable bgp globals start rate

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
start_rate_interval,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Time interval used to calculate the rate for triggering an action (rate = count/interval)

DEFAULT
 None",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
start_rate,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Number of times an action is triggered per time interval

DEFAULT
 None",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
start_rate_scale_mode,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Indicates whether the control is specified per port or per device group

Valid options are:

deviceGroup
 

The values regarding start rate are mapped per device group

port
 

The values regarding start rate are mapped per port

DEFAULT
 None",port,"deviceGroup,port",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
stop_rate_enable,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Enable bgp globals stop rate

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
stop_rate_interval,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Time interval used to calculate the rate for triggering an action (rate = count/interval)

DEFAULT
 None",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
stop_rate,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Number of times an action is triggered per time interval

DEFAULT
 None",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
stop_rate_scale_mode,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Indicates whether the control is specified per port or per device group

Valid options are:

deviceGroup
 

The values regarding stop rate are mapped per device group

port
 

The values regarding stop rate are mapped per port

DEFAULT
 None",port,"deviceGroup,port",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
active_connect_enable,"Supported platforms  Details

IxOS/IxNetwork-FT
 

Same as IxNetwork.

IxNetwork
 

DESCRIPTION
 

For External BGP neighbor. If set, a HELLO message is actively sent when BGP testing starts. Otherwise, the port waits for the DUT to send its HELLO message.

DEFAULT
 None

IxNetwork-NGPF
 

DESCRIPTION
 

For External BGP neighbor. If set, a HELLO message is actively sent when BGP testing starts. Otherwise, the port waits for the DUT to send its HELLO message.

DEFAULT
 None",FLAG,,"IxNetwork,IxNetwork-NGPF",universal,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
disable_received_update_validation,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Disable Received Update Validation (Enabled for High Performance)

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
enable_ad_vpls_prefix_length,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Enable AD VPLS Prefix Length in Bits

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ibgp_tester_as_four_bytes,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Tester 4 Byte AS# for iBGP

DEFAULT
 None",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
ibgp_tester_as_two_bytes,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Tester AS# for iBGP

DEFAULT
 None",NUMERIC,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
initiate_ebgp_active_connection,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Initiate eBGP Active Connection

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
initiate_ibgp_active_connection,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Initiate iBGP Active Connection

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
mldp_p2mp_fec_type,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

MLDP P2MP FEC Type (Hex)

DEFAULT
 None",HEX,,IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
request_vpn_label_exchange_over_lsp,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Request VPN Label Exchange over LSP

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
trigger_vpls_pw_initiation,"Supported platforms  Details

IxNetwork-NGPF
 

DESCRIPTION
 

Trigger VPLS PW Initiation

DEFAULT
 None",bool,"0,1",IxNetwork-NGPF,ixia_only,"IxTclNetwork:7.40.929.15,IxTclHal:6.80","unimplemented",,
